Waktu,Ping(ms),Download(Mbps),Upload(Mbps),PacketLoss(%),Jitter(ms),Status
2026-05-27 10:24:01,30.54,26.16,12.49,0.0,17.23,Stabil
2026-05-27 10:29:01,17.03,37.86,7.58,0.0,13.14,Stabil
2026-05-27 10:34:01,75.23,3.56,2.32,2.33,26.45,Tidak Stabil
2026-05-27 10:39:01,68.42,6.01,4.01,2.04,18.62,Tidak Stabil
2026-05-27 10:44:01,184.63,2.65,4.38,14.87,88.23,Tidak Stabil
2026-05-27 10:49:01,82.65,9.22,3.22,10.01,35.4,Tidak Stabil
2026-05-27 10:54:01,226.09,17.76,11.48,2.88,71.01,Tidak Stabil
2026-05-27 10:59:01,159.64,3.05,2.27,8.25,80.55,Tidak Stabil
2026-05-27 11:04:01,222.97,5.24,0.1,9.72,120.37,Tidak Stabil
2026-05-27 11:09:01,149.55,11.09,9.03,8.48,29.7,Tidak Stabil
2026-05-27 11:14:01,239.71,2.7,3.63,5.53,91.08,Tidak Stabil
2026-05-27 11:19:01,87.52,23.88,6.64,7.53,50.77,Tidak Stabil
2026-05-27 11:24:01,267.66,0.2,1.76,6.0,59.27,Tidak Stabil
2026-05-27 11:29:01,110.0,5.74,1.67,12.43,77.83,Tidak Stabil
2026-05-27 11:34:01,89.89,2.0,1.0,5.51,29.16,Tidak Stabil
2026-05-27 11:39:01,69.33,0.97,3.34,0.59,18.0,Tidak Stabil
2026-05-27 11:44:01,227.46,11.01,6.0,1.21,75.7,Tidak Stabil
2026-05-27 11:49:01,92.15,15.22,1.0,3.66,45.85,Tidak Stabil
2026-05-27 11:54:01,120.24,8.5,9.2,0.0,55.87,Tidak Stabil
2026-05-27 11:59:01,300.4,4.12,1.91,3.52,39.57,Tidak Stabil
2026-05-27 12:04:01,199.81,4.89,3.09,11.21,118.67,Tidak Stabil
2026-05-27 12:09:01,146.98,9.62,5.07,10.76,101.96,Tidak Stabil
2026-05-27 12:14:01,108.77,4.43,2.58,0.34,47.71,Tidak Stabil
2026-05-27 12:19:01,166.95,16.18,15.53,1.89,56.56,Tidak Stabil
2026-05-27 12:24:01,222.09,5.14,1.18,4.39,109.2,Tidak Stabil
2026-05-27 12:29:01,121.44,17.12,8.33,2.56,61.82,Tidak Stabil
2026-05-27 12:34:01,95.0,10.92,5.14,1.55,30.0,Tidak Stabil
2026-05-27 12:39:01,211.02,23.31,13.64,1.74,77.78,Tidak Stabil
2026-05-27 12:44:01,195.76,6.11,2.8,14.91,89.2,Tidak Stabil
2026-05-27 12:49:01,225.79,1.77,1.34,10.44,103.96,Tidak Stabil
2026-05-27 12:54:01,180.45,26.27,9.02,0.71,55.21,Tidak Stabil
2026-05-27 12:59:01,232.32,4.0,3.01,12.88,44.52,Tidak Stabil
2026-05-27 13:04:01,170.29,0.99,1.98,3.1,105.19,Tidak Stabil
2026-05-27 13:09:01,35.92,39.96,6.28,0.1,15.82,Stabil
2026-05-27 13:14:01,17.09,21.87,24.97,0.0,1.0,Stabil
2026-05-27 13:19:01,35.68,37.31,18.04,0.0,7.81,Stabil
2026-05-27 13:24:01,53.36,48.41,15.64,0.0,3.75,Stabil
2026-05-27 13:29:01,40.56,29.6,25.87,0.0,8.08,Stabil
2026-05-27 13:34:01,71.65,27.07,19.53,0.0,4.32,Stabil
2026-05-27 13:39:01,50.9,43.83,24.93,0.0,3.72,Stabil
2026-05-27 13:44:01,5.6,18.15,28.44,0.0,9.44,Stabil
2026-05-27 13:49:01,44.03,22.61,6.07,0.0,7.82,Stabil
2026-05-27 13:54:01,27.79,42.85,10.81,0.0,16.98,Stabil
2026-05-27 13:59:01,17.22,31.23,15.46,0.0,9.46,Stabil
2026-05-27 14:04:01,5.0,38.45,30.42,0.0,13.82,Stabil
2026-05-27 14:09:01,32.88,29.95,24.01,0.0,9.16,Stabil
2026-05-27 14:14:01,31.72,27.36,7.95,0.0,4.69,Stabil
2026-05-27 14:19:01,33.33,18.32,16.7,0.0,9.67,Stabil
2026-05-27 14:24:01,15.97,19.71,22.43,0.0,6.8,Stabil
2026-05-27 14:29:01,36.37,39.93,21.1,0.0,13.91,Stabil
2026-05-27 14:34:01,34.68,29.15,17.95,0.0,14.79,Stabil
2026-05-27 14:39:01,54.66,22.6,15.58,0.2,14.21,Stabil
2026-05-27 14:44:01,32.74,22.41,15.69,0.0,15.55,Stabil
2026-05-27 14:49:01,39.69,33.97,16.76,0.0,15.43,Stabil
2026-05-27 14:54:01,48.38,24.48,17.22,0.2,5.4,Stabil
2026-05-27 14:59:01,47.07,42.92,21.65,0.0,4.61,Stabil
2026-05-27 15:04:01,30.88,26.22,26.51,0.0,2.79,Stabil
2026-05-27 15:09:01,30.24,32.26,13.69,0.0,8.94,Stabil
2026-05-27 15:14:01,5.0,15.49,19.79,0.0,5.89,Stabil
2026-05-27 15:19:01,12.08,17.56,18.01,0.0,2.5,Stabil
2026-05-27 15:24:01,145.88,4.52,1.07,9.43,74.74,Tidak Stabil
2026-05-27 15:29:01,255.81,3.09,1.11,6.34,51.75,Tidak Stabil
2026-05-27 15:34:01,44.89,1.27,0.1,0.3,47.32,Tidak Stabil
2026-05-27 15:39:01,95.0,11.89,1.05,1.87,54.13,Tidak Stabil
2026-05-27 15:44:01,162.51,18.08,8.84,0.24,78.42,Tidak Stabil
2026-05-27 15:49:01,95.0,15.48,14.09,3.8,50.72,Tidak Stabil
2026-05-27 15:54:01,182.87,6.87,2.43,11.22,47.01,Tidak Stabil
2026-05-27 15:59:01,203.68,6.96,6.37,2.85,66.09,Tidak Stabil
2026-05-27 16:04:01,126.26,3.55,2.86,1.14,68.06,Tidak Stabil
2026-05-27 16:09:01,73.58,4.93,1.35,2.19,43.37,Tidak Stabil
2026-05-27 16:14:01,115.0,10.29,8.25,1.4,56.36,Tidak Stabil
2026-05-27 16:19:01,103.91,24.31,5.56,2.0,63.28,Tidak Stabil
2026-05-27 16:24:01,125.28,5.24,1.36,1.88,31.41,Tidak Stabil
2026-05-27 16:29:01,117.76,2.0,19.25,0.73,58.18,Tidak Stabil
2026-05-27 16:34:01,103.65,4.78,14.15,12.08,45.64,Tidak Stabil
2026-05-27 16:39:01,189.46,9.34,1.11,1.94,30.0,Tidak Stabil
2026-05-27 16:44:01,64.05,20.72,9.5,6.55,62.39,Tidak Stabil
2026-05-27 16:49:01,79.67,2.21,1.45,2.37,26.87,Tidak Stabil
2026-05-27 16:54:01,171.25,3.09,2.88,2.4,106.19,Tidak Stabil
2026-05-27 16:59:01,162.5,13.59,7.43,1.07,35.73,Tidak Stabil
2026-05-27 17:04:01,223.5,1.56,0.16,5.17,60.69,Tidak Stabil
2026-05-27 17:09:01,193.95,12.99,12.73,2.21,53.08,Tidak Stabil
2026-05-27 17:14:01,117.19,9.35,3.57,0.07,30.0,Tidak Stabil
2026-05-27 17:19:01,182.95,3.66,3.64,15.73,89.8,Tidak Stabil
2026-05-27 17:24:01,84.5,1.5,0.1,1.75,18.0,Tidak Stabil
2026-05-27 17:29:01,104.81,3.05,2.91,0.24,22.7,Tidak Stabil
2026-05-27 17:34:01,95.0,21.81,13.42,0.0,103.74,Tidak Stabil
2026-05-27 17:39:01,211.13,1.74,4.53,7.34,87.41,Tidak Stabil
2026-05-27 17:44:01,93.73,14.84,10.65,3.87,40.24,Tidak Stabil
2026-05-27 17:49:01,70.43,12.89,10.63,11.92,20.0,Tidak Stabil
2026-05-27 17:54:01,191.41,4.79,2.99,5.31,112.1,Tidak Stabil
2026-05-27 17:59:01,100.94,5.28,1.94,0.0,19.29,Tidak Stabil
2026-05-27 18:04:01,137.66,11.71,6.55,4.34,52.92,Tidak Stabil
2026-05-27 18:09:01,175.99,21.41,1.6,1.79,70.65,Tidak Stabil
2026-05-27 18:14:01,95.0,2.0,6.45,0.73,53.97,Tidak Stabil
2026-05-27 18:19:01,222.67,13.51,4.96,2.16,36.24,Tidak Stabil
2026-05-27 18:24:01,64.51,16.54,7.57,8.35,51.57,Tidak Stabil
2026-05-27 18:29:01,157.44,6.67,2.53,2.34,57.16,Tidak Stabil
2026-05-27 18:34:01,275.31,4.2,2.79,12.82,80.42,Tidak Stabil
2026-05-27 18:39:01,134.29,27.07,7.47,2.68,80.11,Tidak Stabil
2026-05-27 18:44:01,222.55,19.18,7.83,1.31,47.28,Tidak Stabil
2026-05-27 18:49:01,98.37,2.02,2.88,0.69,18.0,Tidak Stabil
2026-05-27 18:54:01,267.05,4.31,0.95,3.03,55.46,Tidak Stabil
2026-05-27 18:59:01,109.92,5.75,11.89,2.23,68.69,Tidak Stabil
2026-05-27 19:04:01,260.49,3.57,4.56,3.02,56.8,Tidak Stabil
2026-05-27 19:09:01,113.67,15.12,8.77,8.11,55.78,Tidak Stabil
2026-05-27 19:14:01,117.23,7.47,4.24,9.64,47.18,Tidak Stabil
2026-05-27 19:19:01,222.09,19.74,2.1,0.9,44.85,Tidak Stabil
2026-05-27 19:24:01,134.59,26.98,13.62,2.13,88.52,Tidak Stabil
2026-05-27 19:29:01,33.27,31.8,19.97,0.0,12.36,Stabil
2026-05-27 19:34:01,39.76,22.53,15.49,0.0,6.32,Stabil
2026-05-27 19:39:01,42.7,29.73,28.23,0.0,14.64,Stabil
2026-05-27 19:44:01,25.88,42.64,16.12,0.0,15.19,Stabil
2026-05-27 19:49:01,54.7,25.72,17.27,0.0,11.61,Stabil
2026-05-27 19:54:01,44.01,30.5,12.06,0.0,9.92,Stabil
2026-05-27 19:59:01,5.0,38.69,19.43,0.0,12.73,Stabil
2026-05-27 20:04:01,45.45,16.88,18.87,0.5,8.46,Stabil
2026-05-27 20:09:01,36.62,37.03,21.88,0.0,6.87,Stabil
2026-05-27 20:14:01,43.45,21.43,15.91,0.0,8.34,Stabil
2026-05-27 20:19:01,27.27,33.96,20.33,0.0,12.16,Stabil
2026-05-27 20:24:01,29.58,28.92,9.82,0.0,6.17,Stabil
2026-05-27 20:29:01,11.01,18.27,21.95,0.2,17.67,Stabil
2026-05-27 20:34:01,35.46,39.89,5.0,0.0,9.02,Stabil
2026-05-27 20:39:01,30.54,27.66,18.06,0.0,5.73,Stabil
2026-05-27 20:44:01,24.12,35.17,16.72,0.0,8.38,Stabil
2026-05-27 20:49:01,17.16,19.16,20.74,0.0,12.0,Stabil
2026-05-27 20:54:01,39.78,20.85,22.53,0.0,12.69,Stabil
2026-05-27 20:59:01,17.53,35.98,17.88,0.0,5.99,Stabil
2026-05-27 21:04:01,48.38,35.01,15.71,0.0,15.32,Stabil
2026-05-27 21:09:01,31.61,14.51,12.46,0.0,17.59,Stabil
2026-05-27 21:14:01,16.13,28.73,11.96,0.0,20.2,Stabil
2026-05-27 21:19:01,24.77,30.68,29.38,0.0,9.47,Stabil
2026-05-27 21:24:01,25.43,33.37,22.27,0.0,10.02,Stabil
2026-05-27 21:29:01,33.69,27.89,19.35,0.0,4.75,Stabil
2026-05-27 21:34:01,44.79,26.32,20.69,0.0,1.0,Stabil
2026-05-27 21:39:01,5.0,48.17,21.98,0.0,8.68,Stabil
2026-05-27 21:44:01,66.59,31.06,30.85,0.0,10.85,Stabil
2026-05-27 21:49:01,30.85,35.69,14.41,0.0,13.86,Stabil
2026-05-27 21:54:01,30.73,22.91,18.53,0.0,8.42,Stabil
2026-05-27 21:59:01,28.33,17.05,12.22,0.5,8.47,Stabil
2026-05-27 22:04:01,49.91,20.24,20.39,0.0,8.53,Stabil
2026-05-27 22:09:01,30.76,33.74,18.05,0.0,8.7,Stabil
2026-05-27 22:14:01,30.27,24.38,36.79,0.0,4.61,Stabil
2026-05-27 22:19:01,36.35,24.11,23.3,0.0,10.0,Stabil
2026-05-27 22:24:01,42.45,20.24,26.62,0.5,2.72,Stabil
2026-05-27 22:29:01,48.79,28.07,17.38,0.0,5.59,Stabil
2026-05-27 22:34:01,24.53,39.73,17.76,0.1,16.46,Stabil
2026-05-27 22:39:01,21.97,22.13,19.48,0.0,1.9,Stabil
2026-05-27 22:44:01,38.93,34.22,19.29,0.1,20.13,Stabil
2026-05-27 22:49:01,19.49,29.5,12.96,0.2,1.0,Stabil
2026-05-27 22:54:01,47.48,30.82,13.24,0.0,15.37,Stabil
2026-05-27 22:59:01,29.18,17.7,20.7,0.0,16.14,Stabil
2026-05-27 23:04:01,47.78,21.31,19.29,0.0,2.96,Stabil
2026-05-27 23:09:01,18.65,29.35,26.43,0.0,4.16,Stabil
2026-05-27 23:14:01,44.82,51.69,9.73,0.0,3.49,Stabil
2026-05-27 23:19:01,30.73,23.32,13.62,0.0,6.45,Stabil
2026-05-27 23:24:01,18.0,24.81,16.17,0.0,15.05,Stabil
2026-05-27 23:29:01,30.31,23.61,20.5,0.5,8.44,Stabil
2026-05-27 23:34:01,43.73,34.41,26.57,0.2,12.35,Stabil
2026-05-27 23:39:01,18.5,30.58,19.76,0.0,4.12,Stabil
2026-05-27 23:44:01,38.17,34.22,5.0,0.0,9.76,Stabil
2026-05-27 23:49:01,38.97,27.48,25.17,0.2,16.36,Stabil
2026-05-27 23:54:01,28.52,31.18,12.43,0.0,9.5,Stabil
2026-05-27 23:59:01,141.45,5.41,0.31,1.98,37.82,Tidak Stabil
2026-05-28 00:04:01,132.82,7.05,2.1,0.9,21.95,Tidak Stabil
2026-05-28 00:09:01,187.76,0.2,4.19,12.45,104.56,Tidak Stabil
2026-05-28 00:14:01,104.24,5.35,2.72,0.83,45.76,Tidak Stabil
2026-05-28 00:19:01,88.75,22.13,8.65,9.36,24.14,Tidak Stabil
2026-05-28 00:24:01,112.98,6.44,1.34,0.53,38.18,Tidak Stabil
2026-05-28 00:29:01,149.88,3.15,1.73,2.72,29.7,Tidak Stabil
2026-05-28 00:34:01,67.11,2.42,2.33,3.01,28.8,Tidak Stabil
2026-05-28 00:39:01,243.24,6.14,2.83,9.58,82.8,Tidak Stabil
2026-05-28 00:44:01,111.33,7.18,1.29,1.61,40.05,Tidak Stabil
2026-05-28 00:49:01,64.4,2.23,0.96,1.71,18.0,Tidak Stabil
2026-05-28 00:54:01,125.49,2.99,14.86,0.27,51.9,Tidak Stabil
2026-05-28 00:59:01,129.54,0.76,1.37,2.0,143.27,Tidak Stabil
2026-05-28 01:04:01,110.0,4.55,3.22,8.43,71.68,Tidak Stabil
2026-05-28 01:09:01,124.02,26.71,3.41,0.0,31.63,Tidak Stabil
2026-05-28 01:14:01,211.26,0.95,1.63,5.01,106.0,Tidak Stabil
2026-05-28 01:19:01,244.8,20.84,18.46,2.72,53.86,Tidak Stabil
2026-05-28 01:24:01,54.32,4.06,1.66,1.3,23.33,Tidak Stabil
2026-05-28 01:29:01,88.23,0.95,2.28,0.43,43.43,Tidak Stabil
2026-05-28 01:34:01,120.86,3.37,0.1,1.73,32.94,Tidak Stabil
2026-05-28 01:39:01,127.09,3.73,1.35,3.43,109.92,Tidak Stabil
2026-05-28 01:44:01,152.02,4.75,2.5,0.37,34.69,Tidak Stabil
2026-05-28 01:49:01,125.45,5.96,0.1,14.74,72.09,Tidak Stabil
2026-05-28 01:54:01,168.02,4.76,3.25,0.63,18.0,Tidak Stabil
2026-05-28 01:59:01,51.13,4.49,2.79,1.87,40.14,Tidak Stabil
2026-05-28 02:04:01,143.09,7.68,4.57,15.17,79.72,Tidak Stabil
2026-05-28 02:09:01,110.0,4.43,1.77,7.35,38.1,Tidak Stabil
2026-05-28 02:14:01,130.17,4.39,1.99,10.7,98.69,Tidak Stabil
2026-05-28 02:19:01,133.43,13.2,17.91,1.47,52.68,Tidak Stabil
2026-05-28 02:24:01,105.39,11.28,1.0,7.41,38.95,Tidak Stabil
2026-05-28 02:29:01,57.29,17.19,10.47,5.09,55.79,Tidak Stabil
2026-05-28 02:34:01,175.74,14.86,12.69,7.22,45.54,Tidak Stabil
2026-05-28 02:39:01,95.74,2.64,0.57,0.74,39.04,Tidak Stabil
2026-05-28 02:44:01,105.25,5.28,0.9,1.66,46.94,Tidak Stabil
2026-05-28 02:49:01,131.52,9.51,7.46,11.98,94.76,Tidak Stabil
2026-05-28 02:54:01,215.47,5.6,2.65,17.41,89.12,Tidak Stabil
2026-05-28 02:59:01,172.51,0.2,3.1,8.85,62.87,Tidak Stabil
2026-05-28 03:04:01,50.45,5.19,2.02,0.04,45.29,Tidak Stabil
2026-05-28 03:09:01,121.28,5.47,3.8,5.71,100.21,Tidak Stabil
2026-05-28 03:14:01,231.17,11.69,13.86,2.53,76.94,Tidak Stabil
2026-05-28 03:19:01,75.78,2.93,1.17,0.77,56.05,Tidak Stabil
2026-05-28 03:24:01,176.5,18.66,9.0,6.63,48.4,Tidak Stabil
2026-05-28 03:29:01,102.5,24.94,5.26,11.54,45.99,Tidak Stabil
2026-05-28 03:34:01,110.0,6.57,2.62,9.91,84.59,Tidak Stabil
2026-05-28 03:39:01,110.0,0.54,2.31,9.91,125.7,Tidak Stabil
2026-05-28 03:44:01,135.56,9.14,3.4,5.97,45.74,Tidak Stabil
2026-05-28 03:49:01,67.09,4.4,0.65,1.58,43.39,Tidak Stabil
2026-05-28 03:54:01,51.26,19.01,8.97,0.0,10.17,Stabil
2026-05-28 03:59:01,53.95,35.98,18.89,0.0,10.29,Stabil
2026-05-28 04:04:01,32.41,18.26,21.38,0.0,13.75,Stabil
2026-05-28 04:09:01,60.45,22.44,6.95,0.0,16.43,Stabil
2026-05-28 04:14:01,61.69,14.4,18.18,0.0,6.22,Stabil
2026-05-28 04:19:01,36.31,28.88,13.38,0.2,10.97,Stabil
2026-05-28 04:24:01,21.24,31.3,23.03,0.0,7.9,Stabil
2026-05-28 04:29:01,36.52,35.1,23.99,0.0,10.24,Stabil
2026-05-28 04:34:01,48.57,24.16,10.69,0.0,10.12,Stabil
2026-05-28 04:39:01,58.19,23.79,19.21,0.0,3.9,Stabil
2026-05-28 04:44:01,22.08,23.64,25.47,0.0,16.83,Stabil
2026-05-28 04:49:01,11.06,30.45,21.66,0.0,12.92,Stabil
2026-05-28 04:54:01,17.24,51.09,24.31,0.0,7.9,Stabil
2026-05-28 04:59:01,36.87,26.91,15.91,0.0,9.03,Stabil
2026-05-28 05:04:01,9.79,18.07,20.63,0.0,12.47,Stabil
2026-05-28 05:09:01,41.03,26.94,11.43,0.2,7.97,Stabil
2026-05-28 05:14:01,39.33,34.57,18.03,0.0,9.92,Stabil
2026-05-28 05:19:01,53.81,30.36,22.64,0.0,2.85,Stabil
2026-05-28 05:24:01,58.02,10.0,30.91,0.5,15.15,Stabil
2026-05-28 05:29:01,29.93,24.93,21.12,0.0,9.7,Stabil
2026-05-28 05:34:01,40.78,28.0,17.2,0.0,6.77,Stabil
2026-05-28 05:39:01,26.5,25.07,25.96,0.2,8.89,Stabil
2026-05-28 05:44:01,31.27,10.0,14.84,0.0,10.88,Stabil
2026-05-28 05:49:01,42.34,21.24,14.75,0.0,21.03,Stabil
2026-05-28 05:54:01,19.2,35.04,13.38,0.0,20.2,Stabil
2026-05-28 05:59:01,49.98,32.31,15.09,0.0,9.83,Stabil
2026-05-28 06:04:01,68.31,30.15,21.4,0.0,14.35,Stabil
2026-05-28 06:09:01,31.95,25.79,10.67,0.5,10.94,Stabil
2026-05-28 06:14:01,22.75,28.98,18.71,0.0,13.61,Stabil
2026-05-28 06:19:01,21.88,28.18,20.48,0.0,18.83,Stabil
2026-05-28 06:24:01,45.21,33.39,12.62,0.0,2.25,Stabil
2026-05-28 06:29:01,48.46,31.01,11.69,0.0,3.68,Stabil
2026-05-28 06:34:01,19.94,26.85,5.0,0.5,12.87,Stabil
2026-05-28 06:39:01,41.46,54.76,22.34,0.0,7.09,Stabil
2026-05-28 06:44:01,59.6,23.44,27.11,0.0,12.2,Stabil
2026-05-28 06:49:01,28.07,20.99,12.61,0.2,6.05,Stabil
2026-05-28 06:54:01,39.85,24.48,13.86,0.0,5.85,Stabil
2026-05-28 06:59:01,48.97,24.61,19.22,0.0,13.8,Stabil
2026-05-28 07:04:01,35.5,16.47,5.19,0.0,4.0,Stabil
2026-05-28 07:09:01,43.67,22.63,15.42,0.0,10.67,Stabil
2026-05-28 07:14:01,29.32,42.02,23.7,0.0,10.97,Stabil
2026-05-28 07:19:01,54.76,27.77,23.04,0.0,3.01,Stabil
2026-05-28 07:24:01,5.02,41.35,20.87,0.0,3.84,Stabil
2026-05-28 07:29:01,67.57,31.18,16.61,0.0,6.54,Stabil
2026-05-28 07:34:01,16.98,18.32,24.9,0.0,7.28,Stabil
2026-05-28 07:39:01,23.95,24.11,14.81,0.0,1.48,Stabil
2026-05-28 07:44:01,11.27,27.55,20.98,0.2,6.03,Stabil
2026-05-28 07:49:01,10.91,35.91,5.0,0.0,13.84,Stabil
2026-05-28 07:54:01,25.1,26.1,17.99,0.0,6.78,Stabil
2026-05-28 07:59:01,46.54,26.59,21.3,0.2,13.96,Stabil
2026-05-28 08:04:01,39.53,28.35,13.54,0.0,13.01,Stabil
2026-05-28 08:09:01,34.23,27.19,6.7,0.0,4.12,Stabil
2026-05-28 08:14:01,42.48,33.1,15.44,0.0,13.3,Stabil
2026-05-28 08:19:01,45.56,41.79,16.17,0.0,8.87,Stabil
2026-05-28 08:24:01,22.35,25.19,11.4,0.0,1.56,Stabil
2026-05-28 08:29:01,53.13,28.89,29.28,0.2,11.35,Stabil
2026-05-28 08:34:01,26.15,30.82,18.81,0.0,5.52,Stabil
2026-05-28 08:39:01,27.01,28.11,7.57,0.0,6.11,Stabil
2026-05-28 08:44:01,27.64,23.96,16.27,0.2,8.08,Stabil
2026-05-28 08:49:01,46.22,30.89,16.65,0.0,13.83,Stabil
2026-05-28 08:54:01,37.78,26.78,18.02,0.0,16.54,Stabil
2026-05-28 08:59:01,27.88,27.34,25.47,0.0,2.47,Stabil
2026-05-28 09:04:01,44.53,34.14,14.34,0.0,19.43,Stabil
2026-05-28 09:09:01,33.76,33.28,24.8,0.0,3.88,Stabil
2026-05-28 09:14:01,48.32,39.83,9.03,0.0,6.28,Stabil
2026-05-28 09:19:01,10.62,18.28,36.04,0.0,14.58,Stabil
2026-05-28 09:24:01,34.1,31.94,5.0,0.0,13.89,Stabil
2026-05-28 09:29:01,28.96,18.45,13.17,0.0,10.31,Stabil
2026-05-28 09:34:01,22.72,20.76,8.88,0.0,6.73,Stabil
2026-05-28 09:39:01,64.51,39.78,20.57,0.0,7.1,Stabil
2026-05-28 09:44:01,21.24,19.31,14.84,0.0,12.26,Stabil
2026-05-28 09:49:01,27.83,11.81,21.52,0.0,6.06,Stabil
2026-05-28 09:54:01,54.49,22.15,17.66,0.0,5.49,Stabil
2026-05-28 09:59:01,5.8,43.02,11.42,0.0,8.55,Stabil
2026-05-28 10:04:01,34.3,35.27,19.74,0.0,11.07,Stabil
2026-05-28 10:09:01,12.4,15.33,13.63,0.0,13.09,Stabil
2026-05-28 10:14:01,48.22,25.38,15.41,0.0,3.16,Stabil
2026-05-28 10:19:01,37.7,24.63,23.02,0.0,15.64,Stabil
2026-05-28 10:24:01,127.34,13.54,8.56,1.26,73.28,Tidak Stabil
2026-05-28 10:29:01,235.98,20.61,6.37,2.99,52.26,Tidak Stabil
2026-05-28 10:34:01,220.95,17.14,14.93,2.5,57.68,Tidak Stabil
2026-05-28 10:39:01,110.6,2.0,4.38,4.15,32.82,Tidak Stabil
2026-05-28 10:44:01,181.75,8.97,11.1,11.36,51.43,Tidak Stabil
2026-05-28 10:49:01,110.0,5.91,0.1,2.0,124.79,Tidak Stabil
2026-05-28 10:54:01,114.68,23.05,13.54,2.77,37.76,Tidak Stabil
2026-05-28 10:59:01,137.34,18.46,10.57,3.89,48.14,Tidak Stabil
2026-05-28 11:04:01,179.87,6.21,5.56,7.87,51.9,Tidak Stabil
2026-05-28 11:09:01,127.55,2.19,1.98,0.72,22.11,Tidak Stabil
2026-05-28 11:14:01,148.86,17.92,8.56,2.68,51.04,Tidak Stabil
2026-05-28 11:19:01,96.42,10.48,11.45,7.42,62.19,Tidak Stabil
2026-05-28 11:24:01,109.41,3.0,2.67,1.11,52.6,Tidak Stabil
2026-05-28 11:29:01,105.87,0.61,0.91,0.09,46.8,Tidak Stabil
2026-05-28 11:34:01,282.01,5.56,1.62,9.18,70.75,Tidak Stabil
2026-05-28 11:39:01,83.9,10.68,5.64,7.23,90.08,Tidak Stabil
2026-05-28 11:44:01,191.69,1.13,0.1,9.0,89.03,Tidak Stabil
2026-05-28 11:49:01,226.5,2.3,0.1,10.42,66.08,Tidak Stabil
2026-05-28 11:54:01,213.4,1.64,0.1,16.99,68.23,Tidak Stabil
2026-05-28 11:59:01,33.11,29.76,18.67,0.0,1.0,Stabil
2026-05-28 12:04:01,59.73,26.89,15.83,0.0,9.88,Stabil
2026-05-28 12:09:01,37.17,28.3,18.09,0.0,7.09,Stabil
2026-05-28 12:14:01,39.99,19.55,22.55,0.0,5.91,Stabil
2026-05-28 12:19:01,34.5,15.89,19.93,0.1,10.38,Stabil
2026-05-28 12:24:01,23.53,23.0,24.77,0.0,12.21,Stabil
2026-05-28 12:29:01,20.3,26.62,19.36,0.0,4.23,Stabil
2026-05-28 12:34:01,25.52,22.32,14.47,0.0,9.64,Stabil
2026-05-28 12:39:01,50.99,31.33,13.34,0.0,8.02,Stabil
2026-05-28 12:44:01,46.14,44.36,21.66,0.0,7.51,Stabil
2026-05-28 12:49:01,49.08,21.37,22.71,0.0,4.29,Stabil
2026-05-28 12:54:01,19.1,34.24,10.6,0.0,11.36,Stabil
2026-05-28 12:59:01,42.24,30.98,20.31,0.0,10.24,Stabil
2026-05-28 13:04:01,19.88,25.13,15.62,0.0,4.97,Stabil
2026-05-28 13:09:01,34.29,29.36,16.61,0.0,11.37,Stabil
2026-05-28 13:14:01,66.07,47.42,13.32,0.0,16.13,Stabil
2026-05-28 13:19:01,68.77,26.04,17.8,0.0,12.66,Stabil
2026-05-28 13:24:01,35.31,29.59,10.71,0.0,6.36,Stabil
2026-05-28 13:29:01,21.35,34.19,22.51,0.5,10.96,Stabil
2026-05-28 13:34:01,37.01,37.9,20.31,0.0,11.68,Stabil
2026-05-28 13:39:01,25.02,11.16,10.51,0.0,17.18,Stabil
2026-05-28 13:44:01,30.83,32.12,18.6,0.1,11.91,Stabil
2026-05-28 13:49:01,30.87,24.49,10.95,0.0,4.67,Stabil
2026-05-28 13:54:01,31.56,36.3,18.52,0.0,12.42,Stabil
2026-05-28 13:59:01,37.78,28.14,18.94,0.0,19.83,Stabil
2026-05-28 14:04:01,40.31,26.56,18.17,0.0,14.39,Stabil
2026-05-28 14:09:01,5.96,29.79,17.66,0.0,7.13,Stabil
2026-05-28 14:14:01,38.0,35.35,12.98,0.0,16.88,Stabil
2026-05-28 14:19:01,48.94,35.5,25.94,0.2,1.0,Stabil
2026-05-28 14:24:01,56.4,38.57,15.98,0.0,11.24,Stabil
2026-05-28 14:29:01,33.24,31.11,22.7,0.0,2.07,Stabil
2026-05-28 14:34:01,17.23,29.54,28.99,0.0,17.14,Stabil
2026-05-28 14:39:01,14.27,22.91,17.88,0.0,1.0,Stabil
2026-05-28 14:44:01,45.58,35.63,15.15,0.0,8.64,Stabil
2026-05-28 14:49:01,14.96,31.58,18.14,0.1,10.29,Stabil
2026-05-28 14:54:01,29.36,13.15,26.99,0.0,6.57,Stabil
2026-05-28 14:59:01,37.38,28.09,29.13,0.0,1.0,Stabil
2026-05-28 15:04:01,25.53,34.57,21.14,0.0,6.61,Stabil
2026-05-28 15:09:01,38.59,33.49,13.55,0.0,10.56,Stabil
2026-05-28 15:14:01,50.77,39.17,12.7,0.5,7.74,Stabil
2026-05-28 15:19:01,27.08,40.21,19.56,0.0,7.06,Stabil
2026-05-28 15:24:01,45.07,25.32,18.37,0.2,7.12,Stabil
2026-05-28 15:29:01,29.2,35.64,14.84,0.0,7.12,Stabil
2026-05-28 15:34:01,28.64,28.7,25.17,0.0,8.44,Stabil
